"sampleId","mean","sd","n","mu0"
"Sample 562",3.44633603364999,2.33639987390047,82,3
"Sample 563",3.08866084440692,2.51335445415794,82,3
"Sample 564",3.20939490441834,2.51400953802768,82,3
"Sample 565",3.12264287619916,2.25894169700174,82,3
"Sample 566",2.4958357344774,2.21153189036504,82,3
"Sample 567",3.42328204470192,2.76535080088951,82,3
"Sample 568",3.18783248234578,2.29557590776195,82,3
"Sample 569",2.80904496912132,2.8398058219399,82,3
"Sample 57",3.16625297548732,2.72520111132295,82,3
"Sample 570",2.53651220445349,2.51817007943181,82,3
"Sample 571",2.87921500642584,2.37975345558281,82,3
"Sample 572",2.83074585422996,2.81389596300154,82,3
"Sample 573",2.97668028300702,2.3414393145485,82,3
"Sample 574",3.15818581912654,2.53591746539417,82,3
"Sample 575",2.72747231153125,2.66978209604205,82,3
"Sample 576",3.25513989192671,2.51190455853356,82,3
"Sample 577",3.01732134744676,2.48773185644974,82,3
"Sample 578",3.26659906482386,2.47461445195245,82,3
"Sample 579",3.52895727582565,2.40766284795587,82,3
"Sample 58",3.0180636136636,2.52800581327561,82,3
"Sample 580",3.00658605183318,2.46652864854474,82,3
"Sample 581",3.18781681773174,2.38466255853156,82,3
"Sample 582",2.80089592404261,2.47824439934758,82,3
"Sample 583",3.12445571123218,2.49036081853025,82,3
"Sample 584",3.32552649858683,2.60732341516128,82,3
"Sample 585",3.00817819320875,2.3168068181768,82,3
"Sample 586",3.2833660381476,2.43810060110606,82,3
"Sample 587",2.91152864563097,2.53382082385101,82,3
"Sample 588",2.70626333199788,2.31214770705569,82,3
"Sample 589",3.0815477928931,2.40669893167713,82,3
"Sample 59",3.13663297663836,2.60229689145706,82,3
"Sample 590",3.00869197142376,2.35418564784214,82,3
"Sample 591",2.88497155055224,2.50928406695116,82,3
"Sample 592",2.98236432405284,2.27686746375055,82,3
"Sample 593",3.41469454120262,2.24465558635602,82,3
"Sample 594",2.85921259675848,2.7973572911047,82,3
"Sample 595",3.02731371961894,2.56617647207737,82,3
"Sample 596",2.84222390671311,2.6520451909844,82,3
"Sample 597",3.26903727813299,2.43146051574229,82,3
"Sample 598",3.27203124442777,2.50449363343937,82,3
"Sample 599",2.77613686169467,2.53929356696849,82,3
"Sample 6",3.15168557354771,2.48204126664203,82,3
"Sample 60",2.88417122399402,2.73791095347719,82,3
"Sample 600",2.89110381245358,2.80832472751952,82,3
"Sample 601",3.2383290583225,2.40560046236947,82,3
"Sample 602",3.06583372514919,2.74536144791069,82,3
"Sample 603",2.87886359744398,2.44639952262618,82,3
"Sample 604",2.62923689695303,2.96549647028013,82,3
"Sample 605",3.20164867064973,2.63979723740046,82,3
"Sample 606",3.247579390556,2.66948599517109,82,3
"Sample 607",3.32982170989044,2.73060157184015,82,3
"Sample 608",2.66856407553754,2.50450834395718,82,3
"Sample 609",2.97848026211554,2.55935713548418,82,3
"Sample 61",3.11081103686285,2.46496132145838,82,3
"Sample 610",3.13133625676946,2.56161313141375,82,3
"Sample 611",3.08056771705721,2.33850197202514,82,3
"Sample 612",3.16984924333771,2.52397367677852,82,3
"Sample 613",2.97907172482822,2.66673598235086,82,3
"Sample 614",3.20891640500365,2.46268666191913,82,3
"Sample 615",3.04629885113514,2.402800929237,82,3
"Sample 616",3.14113646027213,2.36319935371059,82,3
"Sample 617",2.7561278476073,2.34589134467299,82,3
"Sample 618",2.94715773327652,2.24396450037209,82,3
"Sample 619",2.82149836884186,2.81420432684283,82,3
"Sample 62",3.4588501742113,2.92908068131247,82,3
"Sample 620",2.8149292522928,2.33177720222314,82,3
"Sample 621",2.65363244693606,2.41845900315773,82,3
"Sample 622",2.99478990529827,2.04023895964631,82,3
"Sample 623",3.47243718564816,2.28237611333319,82,3
"Sample 624",2.8527431989204,2.73676129642806,82,3
"Sample 625",2.84182434732067,2.37871394984373,82,3
"Sample 626",3.37282269350976,2.32950987915595,82,3
"Sample 627",3.13378734724869,2.54350905490757,82,3
"Sample 628",3.18015637631816,2.94231890485614,82,3
"Sample 629",2.74529850155745,2.74384832768065,82,3
"Sample 63",3.22785463303172,2.34411606663195,82,3
"Sample 630",2.72853761490097,2.6285595024779,82,3
"Sample 631",2.63890658434463,2.37695449513634,82,3
"Sample 632",2.98960762406871,2.46060925067884,82,3
"Sample 633",2.97991525060093,2.05209276335033,82,3
"Sample 634",2.40833282313956,2.54483064621524,82,3
"Sample 635",2.86728931358949,2.39600469759569,82,3
"Sample 636",2.42989836784576,2.37747986397588,82,3
"Sample 637",3.1025285050775,2.57749663820096,82,3
"Sample 638",3.61266546587235,2.56688426688148,82,3
"Sample 639",2.98707186004081,2.36059755197211,82,3
"Sample 64",3.19915511391206,2.54143217662541,82,3
"Sample 640",3.14850106314273,2.37018502544074,82,3
"Sample 641",2.62418351227357,2.60294318547419,82,3
"Sample 642",2.52045067966267,2.60747781717252,82,3
"Sample 643",3.01725372003132,2.44602081325189,82,3
"Sample 644",3.12046351895495,2.57141373320331,82,3
"Sample 645",3.22019251141983,2.18265359497713,82,3
"Sample 646",2.90539088112032,2.3598384071552,82,3
"Sample 647",2.86190590994136,2.52588888475619,82,3
"Sample 648",2.80258723546407,2.51392523375407,82,3
"Sample 649",2.41381851120926,2.24309064719771,82,3
"Sample 65",2.97770550439919,2.36357491443615,82,3
"Sample 650",2.81149749324203,2.57494223513759,82,3
"Sample 651",3.08652009145173,2.53590981148323,82,3
"Sample 652",2.9149641256032,2.36249489784844,82,3
"Sample 653",2.41936107118161,2.27668957808177,82,3
"Sample 654",3.19111465963769,2.38801944763278,82,3
"Sample 655",2.85089485821906,2.39484150902308,82,3
"Sample 656",3.459573176463,2.3047606425146,82,3
"Sample 657",2.63333225754776,2.5203119100799,82,3
"Sample 658",3.51292085224034,2.97303619907467,82,3
"Sample 659",2.82493974298283,2.61772694611503,82,3
"Sample 66",2.71176588948009,2.62474509293026,82,3
"Sample 660",2.96546441610241,3.01258398110159,82,3
"Sample 661",2.96616316627767,2.91242733590782,82,3
"Sample 662",3.0428814790787,2.11300681303091,82,3
"Sample 663",2.15611061049621,2.79761660045655,82,3
"Sample 664",2.72442117623782,2.54206856896642,82,3
"Sample 665",2.69003441538927,2.91243359734535,82,3
"Sample 666",2.84479495412661,2.62545656430504,82,3
"Sample 667",2.97393576690151,2.86149577222053,82,3
"Sample 668",2.80801584074578,2.42926531681152,82,3
"Sample 669",2.80665982575092,2.45574932404829,82,3
"Sample 67",3.14275357541917,2.63920717610528,82,3
"Sample 670",2.96977288514692,2.56562864003806,82,3
"Sample 671",3.23763338068766,2.54235616906275,82,3
"Sample 672",3.74269924830409,2.64535938244641,82,3
"Sample 673",2.57538105640556,2.5472604665429,82,3
"Sample 674",3.16042622426862,2.41995447939518,82,3
"Sample 675",2.58921324275394,2.35710521600346,82,3
"Sample 676",2.64903932853449,2.33465966329509,82,3
"Sample 677",2.76311178501003,2.27463645851848,82,3
"Sample 678",3.16343923241204,2.56692121028921,82,3
"Sample 679",3.38856925405047,2.40846360175278,82,3
"Sample 68",3.19437474910929,2.69683401761459,82,3
"Sample 680",2.91544653192455,2.48495113598949,82,3
"Sample 681",2.90886405866746,2.57836261389619,82,3
"Sample 682",2.48678798713835,2.59012968270186,82,3
"Sample 683",2.9577208171374,2.45426067194986,82,3
"Sample 684",2.91949390803901,2.30938738619816,82,3
"Sample 685",3.22564664773397,2.2690170883419,82,3
"Sample 686",3.16006308068753,2.73348917169218,82,3
"Sample 687",3.16648015414492,2.39780530719651,82,3
"Sample 688",3.18211457215077,2.64300918743773,82,3
"Sample 689",3.20303324250539,2.2636713958344,82,3
"Sample 69",2.6977340101377,2.44832542127181,82,3
"Sample 690",3.51513844060509,2.266584693676,82,3
"Sample 691",2.9129769778906,2.53866753390611,82,3
"Sample 692",2.84181059142658,2.56512566848382,82,3
"Sample 693",2.89775693441613,2.59719602670852,82,3
"Sample 694",3.50837213433515,2.37148333518807,82,3
"Sample 695",3.13564864661244,2.55452367824103,82,3
"Sample 696",2.86899234309324,2.7370098923524,82,3
"Sample 697",2.82540101936662,2.47718137931959,82,3
"Sample 698",2.74080652372132,2.51356159448832,82,3
"Sample 699",3.12996955261818,2.55929970573345,82,3
"Sample 7",2.78021641290527,2.50257738318257,82,3
"Sample 70",3.26061511869398,2.30714375199681,82,3
"Sample 700",2.96978147562443,2.26411187346664,82,3
"Sample 701",3.37539934004295,2.59263978588334,82,3
"Sample 702",3.37278834904331,2.58259460222415,82,3
"Sample 703",2.86965739988729,2.73241624306789,82,3
"Sample 704",2.99826061641854,2.21527572923256,82,3
"Sample 705",2.84795013077293,2.32483309002492,82,3
"Sample 706",3.16042253264976,2.54611215348122,82,3
"Sample 707",3.48899748504958,2.28160048500915,82,3
"Sample 708",3.07046284632649,2.64765635272057,82,3
"Sample 709",3.01670101813097,2.453402225802,82,3
"Sample 71",2.54173029014935,2.30468891152259,82,3
"Sample 710",2.62086436853823,2.36750256113527,82,3
"Sample 711",2.88669157531541,2.58500774777505,82,3
"Sample 712",2.65998098486049,2.54360612421898,82,3
"Sample 713",2.73996631653206,2.25105107256151,82,3
"Sample 714",2.45380527603392,2.40596550888219,82,3
"Sample 715",2.46591435588525,2.19512542213587,82,3
"Sample 716",2.89043942612159,2.39838241442816,82,3
"Sample 717",2.72896350434081,2.27457351149737,82,3
"Sample 718",2.9563599036057,2.17686169825063,82,3
"Sample 719",3.23432155917401,2.3671652287121,82,3
"Sample 72",2.79888739712632,2.53687670329639,82,3
"Sample 720",3.55405083854928,2.25737506589107,82,3
"Sample 721",3.3581707488933,2.67571079073022,82,3
"Sample 722",3.04248448505792,2.16141143537252,82,3
"Sample 723",3.17528174486535,2.10783304778405,82,3
"Sample 724",2.97082469395226,2.20338749944004,82,3
"Sample 725",3.2442033536547,2.2217865157484,82,3
"Sample 726",3.0171687970517,2.74214997409171,82,3
"Sample 727",3.45693365856333,2.62724427068279,82,3
"Sample 728",3.21774766122515,2.19867064167046,82,3
"Sample 729",2.65590291323758,2.63000440462054,82,3
"Sample 73",3.37901077541397,2.41184579282439,82,3
"Sample 730",2.87984029990983,2.2339061893446,82,3
"Sample 731",3.31978665247332,2.58549937267137,82,3
"Sample 732",3.08719456914158,2.47823555572874,82,3
"Sample 733",2.72868398028885,2.73262994880556,82,3
"Sample 734",2.71420101103136,2.42697159696775,82,3
"Sample 735",3.16426472112049,2.36600728785192,82,3
"Sample 736",2.92316562210782,2.57771183235532,82,3
"Sample 737",3.15130560435463,2.55019689126213,82,3
"Sample 738",3.32033999598166,2.6560615211724,82,3
"Sample 739",2.94420501657827,2.45238538598183,82,3
"Sample 74",3.52214979666381,2.27413605572562,82,3
"Sample 740",2.97190309538245,2.26538446610026,82,3
"Sample 741",2.61458409703946,2.4262866673943,82,3
"Sample 742",2.9557037859886,2.77198352882996,82,3
"Sample 743",2.62917807766255,2.45175490469255,82,3
"Sample 744",2.81332293546766,2.20796420444004,82,3
"Sample 745",3.04374967114294,2.58842173867877,82,3
"Sample 746",2.90777524639747,2.33680424582802,82,3
"Sample 747",3.22422584390603,2.4208331754931,82,3
"Sample 748",2.78589201119722,2.63942029761466,82,3
"Sample 749",3.07061447902074,2.51222068414422,82,3
"Sample 75",2.98818105014556,2.62203498848993,82,3
"Sample 750",3.04813288392683,2.494513185544,82,3
"Sample 751",2.60768109486434,2.59547149013047,82,3
"Sample 752",2.64823980800806,2.4351076781738,82,3
"Sample 753",3.3180831995484,2.61190998230052,82,3
"Sample 754",3.13132866130372,2.45952112237665,82,3
"Sample 755",3.16910433990712,2.58237273789108,82,3
"Sample 756",2.90458514369646,2.21447262462499,82,3
"Sample 757",2.6623700898371,2.44400455696525,82,3
"Sample 758",2.94775377234793,2.90328670754967,82,3
"Sample 759",2.95563522298057,2.51662099783151,82,3
"Sample 76",2.72342907760879,2.27937549290607,82,3
"Sample 760",3.41919570083543,2.68938233818233,82,3
"Sample 761",3.12159944792977,2.26490734475551,82,3
"Sample 762",2.62143323438276,2.36782967656997,82,3
"Sample 763",2.54466305079532,2.84903669488599,82,3
"Sample 764",3.57350121691644,2.41004170707812,82,3
"Sample 765",2.98611276329426,2.26708147090635,82,3
"Sample 766",2.77594853160902,3.01101023220486,82,3
"Sample 767",2.67745262297786,2.74856123257066,82,3
"Sample 768",3.10994174935172,2.88005350029425,82,3
"Sample 769",2.74369781689525,2.63608735381535,82,3
"Sample 77",2.31372464353241,2.56870853715259,82,3
"Sample 770",2.48032763835662,2.57219018419074,82,3
"Sample 771",2.68461382567524,2.39524489395765,82,3
"Sample 772",3.27674712170525,2.41615188595498,82,3
"Sample 773",3.19920525084929,2.75502263474588,82,3
"Sample 774",2.90336212059376,2.4802180248401,82,3
"Sample 775",3.25114274428028,2.49645100547537,82,3
"Sample 776",3.20870059648331,2.59403186903117,82,3
"Sample 777",3.53852156483562,2.51191420189044,82,3
"Sample 778",3.57576368052889,2.23392354277293,82,3
"Sample 779",3.03216293615865,2.43525710572079,82,3
"Sample 78",3.06973261234167,2.55982595376676,82,3
"Sample 780",2.53425133290749,2.54302861716821,82,3
"Sample 781",3.21418465433426,2.64111114854415,82,3
"Sample 782",2.70041397295889,2.22503730169709,82,3
"Sample 783",2.66860855697481,2.73854675183109,82,3
"Sample 784",2.52091639300734,2.37396676867519,82,3
"Sample 785",3.0923479077953,2.74862771903774,82,3
"Sample 786",3.07520769568681,2.42515846552494,82,3
"Sample 787",2.87513953060252,2.60272412544116,82,3
"Sample 788",2.72811739761892,2.39200111349577,82,3
"Sample 789",2.89067258347803,2.50860034730578,82,3
"Sample 79",3.03804308973902,2.36770061145114,82,3
"Sample 790",3.03344099680253,2.67292056454081,82,3
"Sample 791",2.97966713394915,2.69363206650638,82,3
"Sample 792",3.73274892536176,2.26392280483081,82,3
"Sample 793",3.11688049271003,2.2876678841573,82,3
"Sample 794",2.32304021062129,2.43413476673623,82,3
"Sample 795",2.99615378313739,2.51164031504114,82,3
"Sample 796",3.01618842488339,2.49759724710775,82,3
"Sample 797",2.85825322191069,2.52613633322746,82,3
"Sample 798",2.97295034780173,2.57802344299487,82,3
"Sample 799",2.78012042398578,2.35310159308203,82,3
"Sample 8",2.97260956296904,2.51120678401113,82,3
"Sample 80",3.01172423397665,2.36914606904233,82,3
"Sample 800",2.86021414292702,2.43581611196849,82,3
"Sample 801",2.43109803783934,2.46975795592445,82,3
"Sample 802",3.23457913017763,2.39827211095671,82,3
"Sample 803",2.8557075207194,2.48065106449459,82,3
"Sample 804",2.98636025082607,2.35041601749462,82,3
"Sample 805",3.12998271291405,2.1798154286409,82,3
"Sample 806",2.80392540952106,2.39357689843137,82,3
"Sample 807",2.94929132835724,2.37929166713371,82,3
"Sample 808",3.1394351340024,2.34745132468051,82,3
"Sample 809",2.54660092342148,2.21107380345295,82,3
"Sample 81",3.47427908550382,2.40679123975194,82,3
"Sample 810",2.80748151028268,2.66891709758665,82,3
"Sample 811",3.22792645978062,2.332942311337,82,3
"Sample 812",3.19856426873476,2.40214939849974,82,3
"Sample 813",3.44885452993367,2.38945370317322,82,3
"Sample 814",3.10653454683494,2.49836665881701,82,3
"Sample 815",3.01457985845233,2.22607358786611,82,3
"Sample 816",2.87707355915183,2.05465983015523,82,3
"Sample 817",2.88007093346542,2.3751392463934,82,3
"Sample 818",2.93499941111687,2.7132886095138,82,3
"Sample 819",3.13446429800719,2.32385331800766,82,3
"Sample 82",2.63976052364403,2.69809716334495,82,3
"Sample 820",3.20909048256722,2.40977079497254,82,3
"Sample 821",3.13740373969815,2.33718319161043,82,3
"Sample 822",3.0000868528842,2.38266685720779,82,3
"Sample 823",2.85185886566182,2.59348798700496,82,3
"Sample 824",3.16365290637819,2.45424773359887,82,3
"Sample 825",2.36144635821697,2.32395086819529,82,3
"Sample 826",2.74462883972261,2.31658163025989,82,3
"Sample 827",2.91051655511356,2.6142441605406,82,3
"Sample 828",2.59965060240521,2.50231010530535,82,3
"Sample 829",3.18911718498129,2.41817642934641,82,3
"Sample 83",2.83579512750031,2.25041657974624,82,3
"Sample 830",2.52200522996457,2.68050438749947,82,3
"Sample 831",3.1533811434089,2.49301434534211,82,3
"Sample 832",2.77653436524356,2.30245535257378,82,3
"Sample 833",2.86881725337325,2.32044927274098,82,3
"Sample 834",2.53684833383595,2.55927849194013,82,3
"Sample 835",2.94311168515762,2.52678186746043,82,3
"Sample 836",3.10138573159756,2.39350343768488,82,3
"Sample 837",3.73541543934266,2.6767893144604,82,3
"Sample 838",3.12025370693054,2.67891604559217,82,3
"Sample 839",3.01574257154273,2.67523725619718,82,3
"Sample 84",3.14469117346003,2.33678345034404,82,3
"Sample 840",2.74389099983541,2.27965224658771,82,3
"Sample 841",3.43538749350452,2.73598907250628,82,3
"Sample 842",3.08725266407455,2.77914268094636,82,3
"Sample 843",3.09926965147364,2.35423414149585,82,3
"Sample 844",3.34123347452122,2.85008559730778,82,3
"Sample 845",2.69622823516787,2.29309351609257,82,3
"Sample 846",3.17396218023667,2.43204535889024,82,3
"Sample 847",3.06722367775845,2.66277896860548,82,3
"Sample 848",2.56468849943804,2.51972511510558,82,3
"Sample 849",2.77884184909347,2.5852570184116,82,3
"Sample 85",3.35658058120462,2.4009111284615,82,3
"Sample 850",3.3224808081051,2.68004017167207,82,3
"Sample 851",3.13261936028024,2.51395427183789,82,3
"Sample 852",3.28171352484818,2.42769284748659,82,3
"Sample 853",2.90097259609552,2.59859436518696,82,3
"Sample 854",3.42516639146723,2.27061447279883,82,3
"Sample 855",2.68412865889959,2.38591332650655,82,3
"Sample 856",3.20132162777251,2.15145956964662,82,3
"Sample 857",2.71263257828352,2.2165386197063,82,3
"Sample 858",3.07388464216802,2.90389812532158,82,3
"Sample 859",3.18025209917825,2.58297673158795,82,3
"Sample 86",3.32008893023615,2.51626961808823,82,3
"Sample 860",2.74644026322024,2.34728284621328,82,3
"Sample 861",3.12805203942763,2.35870368618889,82,3
"Sample 862",3.18824748290211,2.27676371182081,82,3
"Sample 863",3.35989297581222,2.50667583584001,82,3
"Sample 864",3.45796609517278,2.41560626079269,82,3
"Sample 865",2.80079625266114,2.7480441416661,82,3
"Sample 866",2.6652573421414,2.07360306983279,82,3
"Sample 867",2.86330247032263,2.26690381652839,82,3
"Sample 868",2.8730610449008,2.18692963219017,82,3
"Sample 869",2.7402231402156,2.51427970442803,82,3
"Sample 87",2.88617214997669,2.61726008422114,82,3
"Sample 870",3.38809741482487,2.21192565686808,82,3
"Sample 871",3.31589092196995,2.49118125723979,82,3
"Sample 872",2.78416398212149,2.46511088652597,82,3
"Sample 873",2.69816910845973,2.89349759720947,82,3
"Sample 874",3.24108660885347,1.98088328727446,82,3
"Sample 875",3.03093195062029,2.53072473781889,82,3
"Sample 876",3.25384956597691,2.82084366485217,82,3
"Sample 877",2.72130736368579,2.50028303182003,82,3
"Sample 878",3.1103706379702,2.26316471524211,82,3
"Sample 879",3.35308903303617,2.44086553181893,82,3
"Sample 88",2.90833482488844,2.63771570995525,82,3
"Sample 880",2.97347029621623,2.43283389463527,82,3
"Sample 881",2.91589719658703,2.23413060625087,82,3
"Sample 882",2.92269956328452,2.11188704094568,82,3
"Sample 883",3.31105857359634,2.43330948308621,82,3
"Sample 884",2.75749782372973,2.186311335763,82,3
"Sample 885",3.30452127500226,2.48279447119507,82,3
"Sample 886",3.27755749745726,2.50945899119868,82,3
"Sample 887",3.14272424104088,2.1904032120804,82,3
"Sample 888",2.841971348012,2.49695934543119,82,3
"Sample 889",2.79393019311065,2.28489681088157,82,3
"Sample 89",3.80179894249254,2.74630646222986,82,3
"Sample 890",3.84950948214586,2.14766415430623,82,3
"Sample 891",2.51078675332671,2.30581247423995,82,3
"Sample 892",3.17497025218981,2.62771917262092,82,3
"Sample 893",3.33384892133913,2.19469035586132,82,3
"Sample 894",2.95526250594317,2.39317697005514,82,3
"Sample 895",2.75044635517405,2.39089539849671,82,3
"Sample 896",2.52745113458572,2.33850319187972,82,3
"Sample 897",3.37304947067448,2.3828162833206,82,3
"Sample 898",3.22517525259217,2.31542651365073,82,3
"Sample 899",3.09563710892915,2.73909353611202,82,3
"Sample 9",2.55056969820939,2.54200309373963,82,3
"Sample 90",3.02307885590214,2.61775281592176,82,3
"Sample 900",2.38576553252195,2.48429278442231,82,3
"Sample 901",3.44178423849014,2.71711165568002,82,3
"Sample 902",3.30099336376009,2.47258216112908,82,3
"Sample 903",2.34855668980272,1.83588144387213,82,3
"Sample 904",2.67078388620109,2.63753242434584,82,3
"Sample 905",3.12569048168872,2.28352057554512,82,3
"Sample 906",3.03493879636571,2.01680314147903,82,3
"Sample 907",3.01350624694403,2.4526913575068,82,3
"Sample 908",2.45712056338497,2.33724483139243,82,3
"Sample 909",2.98937099933954,2.5495228283754,82,3
"Sample 91",3.29180673205422,2.41015795474486,82,3
"Sample 910",2.64439645068433,2.57543945596294,82,3
"Sample 911",3.09162239550822,2.10450157738974,82,3
"Sample 912",3.01674199019082,2.61179612129764,82,3
"Sample 913",2.85784202542204,2.50804265316404,82,3
"Sample 914",2.49600857264264,2.71400160615957,82,3
"Sample 915",2.71843487048264,2.15656963728684,82,3
"Sample 916",2.61431087522337,2.26372492327067,82,3
"Sample 917",3.03122023467141,2.6457178675653,82,3
"Sample 918",3.20403881481173,2.39112263770702,82,3
"Sample 919",2.62966386589577,2.05184057877973,82,3
"Sample 92",3.03101774141966,2.37559443270704,82,3
"Sample 920",2.58961076649103,2.42592298628785,82,3
"Sample 921",3.09092178713607,2.40516887161299,82,3
"Sample 922",3.06052875421005,2.66345036239079,82,3
"Sample 923",2.9919014657098,2.85021653795657,82,3
"Sample 924",3.00010522496358,2.50213705999688,82,3
"Sample 925",3.3864279015491,2.59236961884391,82,3
"Sample 926",2.9817019105425,2.44960586952046,82,3
"Sample 927",2.9771539394758,2.31234903505882,82,3
"Sample 928",3.17687125086447,2.69107209201308,82,3
"Sample 929",3.26549682084762,2.33703835235757,82,3
"Sample 93",3.00103519028221,2.63591467149008,82,3
"Sample 930",3.04985713378692,2.89639869237032,82,3
"Sample 931",2.89838801658581,2.60445832482739,82,3
"Sample 932",3.1060694188959,2.3297688877187,82,3
"Sample 933",3.15763340621569,2.57904872912709,82,3
"Sample 934",3.53161833233391,2.45802669056049,82,3
"Sample 935",2.89509327749437,2.65618526287365,82,3
"Sample 936",3.04854729202979,2.24078939196992,82,3
"Sample 937",2.97637985968605,2.61710725640363,82,3
"Sample 938",2.99659031225288,2.54640455611422,82,3
"Sample 939",2.4382500880051,2.2494917273073,82,3
"Sample 94",2.65427282537446,2.590236717458,82,3
"Sample 940",3.01879712231599,2.86496795810435,82,3
"Sample 941",3.09116566035317,2.46089922603602,82,3
"Sample 942",2.72232284179685,2.39983938363943,82,3
"Sample 943",3.29263466500313,2.37030567213313,82,3
"Sample 944",3.12060679861442,2.96578856905522,82,3
"Sample 945",3.18981596062295,2.37466869938211,82,3
"Sample 946",2.74632793541391,2.6782620478651,82,3
"Sample 947",3.17601739701518,2.74509007592009,82,3
"Sample 948",3.50915788531962,2.65105797898799,82,3
"Sample 949",2.6535375165713,2.69458550815824,82,3
"Sample 95",3.46487121199867,2.57340567903978,82,3
"Sample 950",2.94694019810546,2.36620060152422,82,3
"Sample 951",2.87780528319572,2.5090623457106,82,3
"Sample 952",2.6584827596467,2.65342741147608,82,3
"Sample 953",3.1002229231304,2.79025826591698,82,3
"Sample 954",3.0511567930994,2.43029709234525,82,3
"Sample 955",3.11188764562941,2.15139093207392,82,3
"Sample 956",3.40124196581449,2.46229109850605,82,3
"Sample 957",3.0067352623559,2.60698214824864,82,3
"Sample 958",3.42782290163199,2.41280737324279,82,3
"Sample 959",2.9580598493578,2.53736451050018,82,3
"Sample 96",2.88543588067524,2.66679792607655,82,3
"Sample 960",3.03282988251071,2.30301079821251,82,3
"Sample 961",3.33748004908686,2.4038355255544,82,3
"Sample 962",2.41930471067038,2.3723694502774,82,3
"Sample 963",2.69572841126631,2.22920840906132,82,3
"Sample 964",3.24220595013567,2.14376566898942,82,3
"Sample 965",2.73126968734475,2.59816673747686,82,3
"Sample 966",2.98148611132351,2.56903500635738,82,3
"Sample 967",2.64091226042227,2.57647615545289,82,3
"Sample 968",2.65523307858198,2.784233624997,82,3
"Sample 969",2.82897593637564,2.40349486692093,82,3
"Sample 97",3.03601531307009,2.34705961376721,82,3
"Sample 970",2.80559053845407,2.59447696949393,82,3
"Sample 971",2.83907986619243,2.12460521753498,82,3
"Sample 972",3.05654432929545,2.55604686510388,82,3
"Sample 973",2.90292140831089,2.39973398654515,82,3
"Sample 974",2.93648070828412,2.49561615724882,82,3
"Sample 975",2.74174082597135,2.71973464297422,82,3
"Sample 976",2.54035183116195,2.73486903248149,82,3
"Sample 977",2.94572299399623,2.38495469326582,82,3
"Sample 978",3.08770107844576,2.78090398883374,82,3
"Sample 979",2.92465130556181,2.89316613296392,82,3
"Sample 98",3.51359425656381,2.33551388592594,82,3
"Sample 980",2.98824954295237,2.45548818791289,82,3
"Sample 981",2.90951346510052,2.22211182264887,82,3
"Sample 982",3.79743727488483,2.64821257228746,82,3
"Sample 983",2.63279638360651,2.39330188894963,82,3
"Sample 984",2.97365277076884,2.73058277515652,82,3
"Sample 985",3.16186717010672,2.28619661355791,82,3
"Sample 986",2.51153773415342,2.63369817999422,82,3
"Sample 987",3.65006977496822,2.67902822840081,82,3
"Sample 988",2.70704346211242,2.21694452838312,82,3
"Sample 989",3.08353108651036,2.58644439738572,82,3
"Sample 99",2.56169764217507,2.49973138209255,82,3
"Sample 990",2.92669445848676,2.33447201388526,82,3
"Sample 991",3.0641096171624,2.55026024141645,82,3
"Sample 992",2.25927980397168,2.56473401570482,82,3
"Sample 993",3.21509219088831,2.87721635046004,82,3
"Sample 994",2.74887672332958,2.59005925847678,82,3
"Sample 995",2.8786361819039,2.41296918143284,82,3
"Sample 996",2.64077929592609,2.62575835295951,82,3
"Sample 997",2.89892813019806,2.55218859139863,82,3
"Sample 998",3.07920794350793,2.7538582549344,82,3
"Sample 999",2.9483373074842,2.43515598045971,82,3
